,Unnamed: 0,Make,Model,Vehicle_Type,Engine_Capacity,Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),vehicle_age,Distance_Driven_Last_Month,Fuel_Consumed_Last_Month,CO2 Emissions(g/km)
3816,3816,HONDA,RIDGELINE AWD,2,3.5,6,1,3,12.8,9.5,11.3,25,4,850.0,96.05,264
3817,3817,HYUNDAI,ACCENT,1,1.6,4,1,3,8.9,6.6,7.9,36,4,660.0,52.14,182
3818,3818,HYUNDAI,ACCENT,1,1.6,4,2,3,8.8,6.5,7.8,36,4,660.0,51.48,184
3819,3819,HYUNDAI,ELANTRA,1,2.0,4,1,3,8.3,6.4,7.4,38,4,700.0,51.8,174
3820,3820,HYUNDAI,ELANTRA,1,2.0,4,2,3,9.1,6.6,8.0,35,4,700.0,56.0,187
3821,3821,HYUNDAI,ELANTRA GT,1,2.0,4,1,3,9.8,7.3,8.7,32,4,700.0,60.89999999999999,206
3822,3822,HYUNDAI,ELANTRA GT,1,2.0,4,2,3,9.8,7.2,8.7,32,4,700.0,60.89999999999999,204
3823,3823,HYUNDAI,IONIQ,1,1.6,4,1,3,4.3,4.4,4.4,64,4,660.0,29.040000000000006,103
3824,3824,HYUNDAI,IONIQ BLUE,1,1.6,4,1,3,4.2,4.0,4.1,69,4,660.0,27.059999999999995,96
3825,3825,HYUNDAI,SANTA FE,1,3.3,6,1,3,12.9,9.4,11.3,25,4,830.0,93.79,265
3826,3826,HYUNDAI,SANTA FE AWD,1,3.3,6,1,3,13.0,9.7,11.5,25,4,830.0,95.45,269
3827,3827,HYUNDAI,SANTA FE SPORT,1,2.4,4,1,3,11.1,8.6,10.0,28,4,740.0,74.0,235
3828,3828,HYUNDAI,SANTA FE SPORT AWD,1,2.0,4,1,3,12.5,9.6,11.2,25,4,700.0,78.39999999999999,264
3829,3829,HYUNDAI,SANTA FE SPORT AWD,1,2.4,4,1,3,12.0,9.1,10.7,26,4,740.0,79.17999999999999,253
3830,3830,HYUNDAI,SANTA FE ULTIMATE AWD,1,3.3,6,1,3,13.9,10.8,12.5,23,5,830.0,103.75,295
3831,3831,HYUNDAI,SONATA,1,2.0,4,1,3,10.5,7.6,9.2,31,4,700.0,64.39999999999999,216
3832,3832,HYUNDAI,SONATA,1,2.4,4,1,3,9.4,6.7,8.2,34,4,740.0,60.67999999999999,194
3833,3833,HYUNDAI,SONATA SPORT/LIMITED,1,2.4,4,1,3,10.0,7.2,8.7,32,4,740.0,64.38,207
3834,3834,HYUNDAI,SONATA HYBRID,1,2.0,4,1,3,6.3,5.7,6.0,47,4,700.0,42.0,143
3835,3835,HYUNDAI,SONATA HYBRID SE,1,2.0,4,1,3,6.0,5.3,5.7,50,4,700.0,39.9,137
3836,3836,HYUNDAI,TUCSON,1,1.6,4,1,3,9.9,8.5,9.3,30,4,660.0,61.38000000000001,221
3837,3837,HYUNDAI,TUCSON,1,2.0,4,1,3,10.1,7.8,9.0,31,4,700.0,63.0,213
3838,3838,HYUNDAI,TUCSON AWD,1,2.0,4,1,3,11.0,9.1,10.2,28,4,700.0,71.39999999999999,241
3839,3839,HYUNDAI,VELOSTER,1,1.6,4,1,3,8.3,6.7,7.6,37,4,660.0,50.16,180
3840,3840,HYUNDAI,VELOSTER,1,1.6,4,2,3,8.9,6.9,8.0,35,4,660.0,52.8,188
3841,3841,HYUNDAI,VELOSTER TURBO,1,1.6,4,1,3,8.9,7.3,8.2,34,4,660.0,54.11999999999999,193
3842,3842,HYUNDAI,VELOSTER TURBO,1,1.6,4,2,3,9.4,7.2,8.4,34,4,660.0,55.44,200
3843,3843,INFINITI,Q50 AWD,1,2.0,4,1,1,10.7,8.4,9.6,29,4,900.0,86.4,226
3844,3844,INFINITI,Q50 AWD,1,3.0,6,1,1,12.6,8.8,10.9,26,4,1000.0,109.0,256
3845,3845,INFINITI,Q50S RED SPORT AWD,1,3.0,6,1,1,12.3,9.2,10.9,26,4,1000.0,109.0,257
3846,3846,INFINITI,Q50 HYBRID AWD,1,3.5,6,1,1,9.1,7.7,8.5,33,4,1050.0,89.25,200
3847,3847,INFINITI,Q60 AWD,1,2.0,4,1,1,11.2,8.5,10.0,28,4,900.0,90.0,233
3848,3848,INFINITI,Q60 AWD,1,3.0,6,1,1,12.4,8.8,10.8,26,4,1000.0,108.0,253
3849,3849,INFINITI,Q60S RED SPORT AWD,1,3.0,6,1,1,12.5,9.2,11.0,26,4,1000.0,110.0,259
3850,3850,INFINITI,Q70 AWD,1,3.7,6,1,1,13.2,9.8,11.7,24,5,1070.0,125.19,274
3851,3851,INFINITI,Q70 AWD,1,5.6,8,1,1,14.9,10.2,12.8,22,5,1260.0,161.28,300
3852,3852,INFINITI,Q70 HYBRID,1,3.5,6,1,1,8.4,7.1,7.8,36,4,1050.0,81.9,184
3853,3853,INFINITI,QX30,1,2.0,4,1,1,9.7,7.1,8.5,33,4,900.0,76.5,200
3854,3854,INFINITI,QX30 AWD,1,2.0,4,1,1,10.6,8.0,9.4,30,4,900.0,84.6,221
3855,3855,INFINITI,QX50 AWD,1,3.7,6,1,1,13.7,9.8,11.9,24,5,1070.0,127.33,280
3856,3856,INFINITI,QX60,1,3.5,6,1,1,11.9,8.8,10.5,27,4,1050.0,110.25,246
3857,3857,INFINITI,QX60 AWD,1,3.5,6,1,1,12.5,9.1,10.9,26,4,1050.0,114.45,257
3858,3858,INFINITI,QX60 HYBRID AWD,1,2.5,4,1,3,9.5,8.6,9.1,31,4,750.0,68.25,214
3859,3859,INFINITI,QX70 AWD,1,3.7,6,1,1,14.5,10.8,12.8,22,5,1070.0,136.96,301
3860,3860,INFINITI,QX80 4WD,1,5.6,8,1,1,17.4,12.2,15.1,19,5,1260.0,190.26,355
3861,3861,JAGUAR,F-PACE 35t,1,3.0,6,1,1,13.3,10.0,11.8,24,5,1000.0,118.0,277
3862,3862,JAGUAR,F-TYPE CONVERTIBLE,1,3.0,6,1,1,11.9,8.5,10.4,27,4,1000.0,104.0,242
3863,3863,JAGUAR,F-TYPE CONVERTIBLE,1,3.0,6,2,1,14.9,9.8,12.6,22,5,1000.0,126.0,296
3864,3864,JAGUAR,F-TYPE COUPE,1,3.0,6,1,1,11.9,8.5,10.4,27,4,1000.0,104.0,242
3865,3865,JAGUAR,F-TYPE COUPE,1,3.0,6,2,1,14.9,9.8,12.6,22,5,1000.0,126.0,296
3866,3866,JAGUAR,F-TYPE R CONVERTIBLE AWD,1,5.0,8,1,1,15.6,10.4,13.3,21,5,1200.0,159.6,311
3867,3867,JAGUAR,F-TYPE R COUPE AWD,1,5.0,8,1,1,15.6,10.4,13.3,21,5,1200.0,159.6,311
3868,3868,JAGUAR,F-TYPE S CONVERTIBLE,1,3.0,6,1,1,12.4,8.8,10.8,26,4,1000.0,108.0,253
3869,3869,JAGUAR,F-TYPE S CONVERTIBLE,1,3.0,6,2,1,15.3,10.0,12.9,22,5,1000.0,129.0,302
3870,3870,JAGUAR,F-TYPE S CONVERTIBLE AWD,1,3.0,6,1,1,13.0,9.2,11.3,25,4,1000.0,113.0,265
3871,3871,JAGUAR,F-TYPE S COUPE,1,3.0,6,1,1,12.4,8.8,10.8,26,4,1000.0,108.0,253
3872,3872,JAGUAR,F-TYPE S COUPE,1,3.0,6,2,1,15.3,10.0,12.9,22,5,1000.0,129.0,302
3873,3873,JAGUAR,F-TYPE S COUPE AWD,1,3.0,6,1,1,13.0,9.2,11.3,25,4,1000.0,113.0,265
3874,3874,JAGUAR,XE 20d AWD,1,2.0,4,1,2,7.8,5.8,6.9,41,4,700.0,48.3,186
3875,3875,JAGUAR,XE 35t AWD,1,3.0,6,1,1,11.8,8.2,10.2,28,4,1000.0,102.0,238
3876,3876,JAGUAR,XF 20d AWD,1,2.0,4,1,2,7.8,5.8,6.9,41,4,700.0,48.3,186
3877,3877,JAGUAR,XF 35t AWD,1,3.0,6,1,1,12.0,8.4,10.4,27,4,1000.0,104.0,243
3878,3878,JAGUAR,XJ R-SPORT 3.0 AWD,1,3.0,6,1,1,14.0,9.0,11.8,24,4,1000.0,118.0,276
3879,3879,JAGUAR,XJL PORTFOLIO 3.0 AWD,1,3.0,6,1,1,14.0,9.4,11.9,24,5,1000.0,119.0,280
3880,3880,JAGUAR,XJR,1,5.0,8,1,1,15.8,10.3,13.3,21,5,1200.0,159.6,313
3881,3881,JAGUAR,XJR  LWB,1,5.0,8,1,1,15.8,10.3,13.3,21,5,1200.0,159.6,313
3882,3882,JEEP,CHEROKEE,1,2.4,4,1,3,11.0,7.8,9.6,29,4,740.0,71.04,225
3883,3883,JEEP,CHEROKEE,1,3.2,6,1,3,11.4,8.3,10.0,28,4,820.0,82.0,234
3884,3884,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,1,2.4,4,1,3,11.3,8.4,10.0,28,4,740.0,74.0,235
3885,3885,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,1,3.2,6,1,3,11.6,8.6,10.3,27,4,820.0,84.46,241
3886,3886,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,1,2.4,4,1,3,11.4,8.7,10.2,28,4,740.0,75.47999999999999,240
3887,3887,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,1,3.2,6,1,3,12.8,9.0,11.1,25,4,820.0,91.02,259
3888,3888,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,1,2.4,4,1,3,12.1,9.4,10.9,26,4,740.0,80.66,256
3889,3889,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,1,3.2,6,1,3,12.9,9.9,11.6,24,4,820.0,95.12,269
3890,3890,JEEP,COMPASS,1,2.0,4,1,3,10.8,9.0,10.0,28,4,700.0,70.0,235
3891,3891,JEEP,COMPASS,1,2.0,4,2,3,10.3,7.9,9.3,30,4,700.0,65.10000000000001,216
3892,3892,JEEP,COMPASS,1,2.4,4,1,3,11.3,8.7,10.1,28,4,740.0,74.74,238
3893,3893,JEEP,COMPASS,1,2.4,4,2,3,10.2,8.3,9.3,30,4,740.0,68.82000000000001,219
3894,3894,JEEP,COMPASS 4X4,1,2.4,4,1,3,11.7,9.2,10.6,27,4,740.0,78.44,249
3895,3895,JEEP,COMPASS 4X4,1,2.4,4,1,3,11.7,10.3,11.1,25,4,740.0,82.14,259
3896,3896,JEEP,COMPASS 4X4,1,2.4,4,2,3,10.6,8.7,9.8,29,4,740.0,72.52000000000001,230
3897,3897,JEEP,GRAND CHEROKEE 4X4,1,3.6,6,1,3,12.7,9.6,11.3,25,4,860.0,97.18,265
3898,3898,JEEP,GRAND CHEROKEE 4X4,1,5.7,8,1,3,16.6,10.7,14.0,20,5,1070.0,149.8,328
3899,3899,JEEP,GRAND CHEROKEE SRT8,1,6.4,8,1,1,18.3,12.6,15.7,18,6,1240.0,194.68,368
3900,3900,JEEP,NEW COMPASS,1,2.4,4,1,3,10.6,7.6,9.3,30,4,740.0,68.82000000000001,218
3901,3901,JEEP,NEW COMPASS,1,2.4,4,2,3,10.4,7.3,9.0,31,4,740.0,66.6,211
3902,3902,JEEP,NEW COMPASS 4X4,1,2.4,4,1,3,10.8,7.8,9.5,30,4,740.0,70.3,222
3903,3903,JEEP,NEW COMPASS 4X4,1,2.4,4,2,3,10.8,7.6,9.4,30,4,740.0,69.56,221
3904,3904,JEEP,PATRIOT,1,2.0,4,1,3,10.8,9.0,10.0,28,4,700.0,70.0,235
3905,3905,JEEP,PATRIOT,1,2.0,4,2,3,10.3,7.9,9.3,30,4,700.0,65.10000000000001,216
3906,3906,JEEP,PATRIOT,1,2.4,4,1,3,11.3,8.7,10.1,28,4,740.0,74.74,238
3907,3907,JEEP,PATRIOT,1,2.4,4,2,3,10.2,8.3,9.3,30,4,740.0,68.82000000000001,219
3908,3908,JEEP,PATRIOT 4X4,1,2.4,4,1,3,11.7,9.2,10.6,27,4,740.0,78.44,249
3909,3909,JEEP,PATRIOT 4X4,1,2.4,4,1,3,11.7,10.3,11.1,25,4,740.0,82.14,259
3910,3910,JEEP,PATRIOT 4X4,1,2.4,4,2,3,10.6,8.7,9.8,29,4,740.0,72.52000000000001,230
3911,3911,JEEP,RENEGADE,1,1.4,4,2,3,9.9,7.7,8.9,32,4,640.0,56.96,209
3912,3912,JEEP,RENEGADE FFV,1,2.4,4,1,3,10.8,7.8,9.5,30,4,740.0,70.3,222
3914,3914,JEEP,RENEGADE 4X4,1,1.4,4,2,3,9.9,7.7,8.9,32,4,640.0,56.96,211
3915,3915,JEEP,RENEGADE 4X4,1,2.4,4,1,3,11.2,8.2,9.8,29,4,740.0,72.52000000000001,230
3916,3916,JEEP,WRANGLER 4X4,1,3.6,6,1,3,14.1,11.1,12.8,22,5,860.0,110.08,299
3917,3917,JEEP,WRANGLER 4X4,1,3.6,6,2,3,14.2,11.0,12.8,22,5,860.0,110.08,298
3918,3918,JEEP,WRANGLER UNLIMITED 4X4,1,3.6,6,1,3,14.7,11.7,13.4,21,5,860.0,115.24,313
3919,3919,JEEP,WRANGLER UNLIMITED 4X4,1,3.6,6,2,3,15.0,11.4,13.3,21,5,860.0,114.38,312
3920,3920,KIA,CADENZA,1,3.3,6,1,3,11.5,8.5,10.2,28,4,830.0,84.66,237
3921,3921,KIA,FORTE (MPI),1,2.0,4,1,3,7.9,6.3,7.2,39,4,700.0,50.4,170
3922,3922,KIA,FORTE (GDI),1,2.0,4,1,3,9.4,7.0,8.3,34,4,700.0,58.10000000000001,198
3923,3923,KIA,FORTE,1,2.0,4,2,3,9.4,6.8,8.3,34,4,700.0,58.10000000000001,195
3924,3924,KIA,FORTE 5,1,1.6,4,1,3,9.4,7.9,8.7,32,4,660.0,57.41999999999999,207
3925,3925,KIA,FORTE 5,1,2.0,4,1,3,9.7,7.0,8.3,34,4,700.0,58.10000000000001,197
3926,3926,KIA,FORTE 5,1,2.0,4,2,3,9.8,7.3,8.7,32,4,700.0,60.89999999999999,204
3927,3927,KIA,FORTE KOUP,1,1.6,4,1,3,9.6,7.4,8.6,33,4,660.0,56.76,204
3928,3928,KIA,FORTE KOUP,1,1.6,4,2,3,10.1,8.0,9.2,31,4,660.0,60.71999999999999,216
3929,3929,KIA,FORTE KOUP,1,2.0,4,1,3,9.6,7.3,8.6,33,4,700.0,60.2,203
3930,3930,KIA,FORTE KOUP,1,2.0,4,2,3,9.9,7.6,8.8,32,4,700.0,61.60000000000001,209
3931,3931,KIA,K900,1,3.8,6,1,3,13.8,9.3,11.8,24,4,880.0,103.84,279
3932,3932,KIA,K900,1,5.0,8,1,1,15.6,10.6,13.3,21,5,1200.0,159.6,317
3933,3933,KIA,NIRO,1,1.6,4,1,3,4.6,5.1,4.8,59,4,660.0,31.68,114
3934,3934,KIA,NIRO FE,1,1.6,4,1,3,4.5,4.8,4.7,60,4,660.0,31.02,110
3935,3935,KIA,NIRO TOURING,1,1.6,4,1,3,5.1,5.8,5.4,52,4,660.0,35.64000000000001,129
3936,3936,KIA,OPTIMA,1,2.4,4,1,3,9.6,6.8,8.4,34,4,740.0,62.16,198
3937,3937,KIA,OPTIMA FE,1,2.4,4,1,3,9.3,6.6,8.0,35,4,740.0,59.2,190
3938,3938,KIA,OPTIMA TURBO,1,2.0,4,1,3,10.9,7.6,9.4,30,4,700.0,65.8,224
3939,3939,KIA,OPTIMA HYBRID,1,2.0,4,1,3,6.0,5.1,5.6,50,4,700.0,39.2,132
3940,3940,KIA,RIO,1,1.6,4,1,3,8.8,6.5,7.8,36,4,660.0,51.48,181
3941,3941,KIA,RIO,1,1.6,4,2,3,8.8,6.6,7.8,36,4,660.0,51.48,181
3942,3942,KIA,RONDO,1,2.0,4,1,3,9.9,7.6,8.9,32,4,700.0,62.3,210
3943,3943,KIA,SEDONA,3,3.3,6,1,3,13.2,9.7,11.6,24,4,830.0,96.28,275
3944,3944,KIA,SEDONA SX,3,3.3,6,1,3,12.9,9.5,11.4,25,4,830.0,94.62,269
3945,3945,KIA,SEDONA SXL,3,3.3,6,1,3,14.1,10.5,12.5,23,5,830.0,103.75,296
3946,3946,KIA,SORENTO,1,2.4,4,1,3,11.2,8.3,9.9,29,4,740.0,73.26,234
3947,3947,KIA,SORENTO AWD,1,2.0,4,1,3,12.3,9.4,11.0,26,4,700.0,77.0,259
3948,3948,KIA,SORENTO AWD,1,2.4,4,1,3,11.5,9.3,10.5,27,4,740.0,77.7,246
3949,3949,KIA,SORENTO AWD,1,3.3,6,1,3,14.0,10.1,12.2,23,5,830.0,101.26,289
3950,3950,KIA,SORENTO AWD FE,1,3.3,6,1,3,13.2,9.3,11.4,25,4,830.0,94.62,270
3951,3951,KIA,SOUL,1,1.6,4,1,3,9.4,7.8,8.7,32,4,660.0,57.41999999999999,205
3952,3952,KIA,SOUL,1,1.6,4,2,3,9.7,7.8,8.8,32,4,660.0,58.08000000000001,208
3953,3953,KIA,SOUL,1,2.0,4,1,3,9.5,7.8,8.7,32,4,700.0,60.89999999999999,206
3954,3954,KIA,SOUL TURBO,1,1.6,4,1,3,9.1,7.7,8.5,33,4,660.0,56.1,199
3955,3955,KIA,SPORTAGE,1,2.4,4,1,3,10.4,8.0,9.3,30,4,740.0,68.82000000000001,220
3956,3956,KIA,SPORTAGE AWD,1,2.0,4,1,3,11.9,10.2,11.1,25,4,700.0,77.7,263
3957,3957,KIA,SPORTAGE AWD,1,2.4,4,1,3,11.3,9.5,10.5,27,4,740.0,77.7,247
3958,3958,LAMBORGHINI,AVENTADOR COUPE,1,6.5,12,1,1,22.2,12.7,17.9,16,6,1250.0,223.75,428
3959,3959,LAMBORGHINI,AVENTADOR COUPE LP 740,1,6.5,12,1,1,23.9,14.5,19.7,14,7,1250.0,246.25,461
3960,3960,LAMBORGHINI,AVENTADOR ROADSTER,1,6.5,12,1,1,23.0,13.5,18.7,15,6,1250.0,233.75,438
3961,3961,LAMBORGHINI,AVENTADOR ROADSTER LP 740,1,6.5,12,1,1,23.9,14.5,19.7,14,7,1250.0,246.25,461
3962,3962,LAMBORGHINI,HURACAN,1,5.2,10,1,1,16.4,11.4,14.2,20,5,1220.0,173.24,331
3963,3963,LAMBORGHINI,HURACAN SPYDER,1,5.2,10,1,1,16.9,11.8,14.6,19,5,1220.0,178.12,340
3964,3964,LAND ROVER,DISCOVERY SPORT,1,2.0,4,1,1,12.0,9.2,10.7,26,4,900.0,96.3,252
3965,3965,LAND ROVER,RANGE ROVER EVOQUE,1,2.0,4,1,1,11.3,8.0,9.8,29,4,900.0,88.2,231
3966,3966,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,1,2.0,4,1,1,12.0,8.5,10.4,27,4,900.0,93.6,243
3967,3967,LEXUS,CT 200h,1,1.8,4,1,3,5.5,5.9,5.7,50,4,680.0,38.76,132
3968,3968,LEXUS,ES 300h,1,2.5,4,1,3,5.8,6.1,5.9,48,4,750.0,44.25,139
3969,3969,LEXUS,ES 350,1,3.5,6,1,3,11.4,7.7,9.7,29,4,850.0,82.45,226
3970,3970,LEXUS,GS 350 AWD,1,3.5,6,1,1,12.4,9.2,11.0,26,4,1050.0,115.5,257
3971,3971,LEXUS,GS 450h,1,3.5,6,1,1,8.0,6.9,7.5,38,4,1050.0,78.75,176
3972,3972,LEXUS,GS F,1,5.0,8,1,1,14.9,9.7,12.5,23,5,1200.0,150.0,293
3973,3973,LEXUS,GX 460,1,4.6,8,1,1,16.0,12.9,14.6,19,5,1160.0,169.36,341
3974,3974,LEXUS,IS 200t,1,2.0,4,1,1,10.6,7.3,9.1,31,4,900.0,81.9,214
3975,3975,LEXUS,IS 300 AWD,1,3.5,6,1,1,12.6,9.2,11.0,26,4,1050.0,115.5,258
3976,3976,LEXUS,IS 350 AWD,1,3.5,6,1,1,12.6,9.2,11.0,26,4,1050.0,115.5,258
3977,3977,LEXUS,LS 460 AWD,1,4.6,8,1,1,15.1,10.3,12.9,22,5,1160.0,149.64,303
3978,3978,LEXUS,LS 460 L AWD,1,4.6,8,1,1,15.1,10.3,12.9,22,5,1160.0,149.64,303
3979,3979,LEXUS,LX 570,1,5.7,8,1,1,18.2,13.0,15.8,18,6,1170.0,184.86,372
3980,3980,LEXUS,NX 200t AWD,1,2.0,4,1,1,10.7,8.5,9.7,29,4,900.0,87.3,226
3981,3981,LEXUS,NX 200t AWD F SPORT,1,2.0,4,1,1,10.8,8.9,9.9,29,4,900.0,89.1,232
3982,3982,LEXUS,NX 300h AWD,1,2.5,4,1,3,7.2,7.9,7.5,38,4,750.0,56.25,176
3983,3983,LEXUS,RC 300 AWD,1,3.5,6,1,1,12.6,9.2,11.0,26,4,1050.0,115.5,258
3984,3984,LEXUS,RC 350 AWD,1,3.5,6,1,1,12.6,9.2,11.0,26,4,1050.0,115.5,258
3985,3985,LEXUS,RC F,1,5.0,8,1,1,15.2,9.5,12.6,22,5,1200.0,151.2,289
3986,3986,LEXUS,RX 350 AWD,1,3.5,6,1,3,12.2,9.0,10.8,26,4,850.0,91.8,252
3987,3987,LEXUS,RX 450h AWD,1,3.5,6,1,1,7.5,8.4,7.9,36,4,1050.0,82.95,185
3988,3988,LINCOLN,CONTINENTAL AWD,1,2.7,6,1,3,14.0,9.5,12.0,24,5,770.0,92.4,281
3989,3989,LINCOLN,CONTINENTAL AWD,1,3.0,6,1,3,14.4,9.7,12.3,23,5,800.0,98.4,288
3990,3990,LINCOLN,CONTINENTAL AWD,1,3.7,6,1,3,14.3,9.7,12.2,23,5,870.0,106.14,287
3991,3991,LINCOLN,MKC AWD,1,2.0,4,1,3,12.3,9.3,10.9,26,4,700.0,76.3,256
3992,3992,LINCOLN,MKC AWD (Start/Stop),1,2.0,4,1,3,12.1,9.3,10.8,26,4,700.0,75.60000000000001,254
3993,3993,LINCOLN,MKC AWD,1,2.3,4,1,3,13.1,9.4,11.4,25,4,730.0,83.22,268
3994,3994,LINCOLN,MKT AWD,1,3.5,6,1,3,15.7,11.2,13.7,21,5,850.0,116.45,321
3995,3995,LINCOLN,MKT LIVERY AWD,2,3.7,6,1,3,14.7,10.2,12.7,22,5,870.0,110.49,298
3996,3996,LINCOLN,MKX AWD,1,2.7,6,1,3,14.1,9.8,12.1,23,5,770.0,93.17,284
3997,3997,LINCOLN,MKX AWD,1,3.7,6,1,3,14.4,10.3,12.5,23,5,870.0,108.75,293
3998,3998,LINCOLN,MKZ,1,2.0,4,1,3,11.2,7.6,9.8,29,4,700.0,68.60000000000001,230
3999,3999,LINCOLN,MKZ,1,3.0,6,1,3,13.4,8.7,11.2,25,4,800.0,89.6,264
4000,4000,LINCOLN,MKZ AWD,1,2.0,4,1,3,11.8,8.4,10.2,28,4,700.0,71.39999999999999,239
4001,4001,LINCOLN,MKZ AWD,1,3.0,6,1,3,14.0,9.2,11.8,24,4,800.0,94.4,278
4002,4002,LINCOLN,MKZ HYBRID,1,2.0,4,1,3,5.7,6.2,5.9,48,4,700.0,41.3,139
4003,4003,LINCOLN,NAVIGATOR 4X4,1,3.5,6,1,3,15.9,12.0,14.2,20,5,850.0,120.7,333
4004,4004,LINCOLN,NAVIGATOR L 4X4,1,3.5,6,1,3,16.1,12.4,14.5,19,5,850.0,123.25,339
4005,4005,MASERATI,GHIBLI,1,3.0,6,1,1,14.1,9.8,12.4,23,5,1000.0,124.0,286
4006,4006,MASERATI,GHIBLI S,1,3.0,6,1,1,14.7,10.0,12.4,23,5,1000.0,124.0,293
4007,4007,MASERATI,GHIBLI SQ4,1,3.0,6,1,1,14.7,9.9,12.6,22,5,1000.0,126.0,295
4008,4008,MASERATI,GRANTURISMO,1,4.7,8,1,1,18.2,11.4,15.1,19,5,1170.0,176.67,355
4009,4009,MASERATI,GRANTURISMO CONVERTIBLE,1,4.7,8,1,1,18.2,11.6,15.2,19,5,1170.0,177.84,358
4010,4010,MASERATI,LEVANTE,1,3.0,6,1,1,16.8,11.9,14.7,19,5,1000.0,147.0,340
4011,4011,MASERATI,LEVANTE S,1,3.0,6,1,1,16.8,12.4,14.7,19,5,1000.0,147.0,346
4012,4012,MASERATI,QUATTROPORTE GTS,1,3.8,8,1,1,16.1,10.8,13.8,20,5,1080.0,149.04,321
4013,4013,MASERATI,QUATTROPORTE S,1,3.0,6,1,1,14.9,10.3,13.1,22,5,1000.0,131.0,300
4014,4014,MASERATI,QUATTROPORTE SQ4,1,3.0,6,1,1,15.0,10.3,13.1,22,5,1000.0,131.0,301
4015,4015,MAZDA,CX-3,1,2.0,4,1,3,8.2,6.9,7.6,37,4,700.0,53.2,179
4016,4016,MAZDA,CX-3 4WD,1,2.0,4,1,3,8.8,7.5,8.2,34,4,700.0,57.39999999999999,192
4017,4017,MAZDA,CX-5,1,2.0,4,2,3,9.4,7.4,8.5,33,4,700.0,59.5,199
4018,4018,MAZDA,CX-5,1,2.5,4,1,3,9.8,7.7,8.6,33,4,750.0,64.5,204
4019,4019,MAZDA,CX-5 4WD,1,2.5,4,1,3,10.2,8.3,9.2,31,4,750.0,68.99999999999999,221
4020,4020,MAZDA,CX-9,1,2.5,4,1,3,10.6,8.4,9.6,29,4,750.0,72.0,225
4021,4021,MAZDA,CX-9 4WD,1,2.5,4,1,3,11.5,8.9,10.4,27,4,750.0,78.0,242
4022,4022,MAZDA,MAZDA3 4-DOOR,1,2.0,4,1,3,8.4,6.4,7.5,38,4,700.0,52.5,176
4023,4023,MAZDA,MAZDA3 4-DOOR,1,2.0,4,2,3,8.5,6.2,7.5,38,4,700.0,52.5,175
4024,4024,MAZDA,MAZDA3 4-DOOR (SIL),1,2.0,4,2,3,8.5,6.2,7.5,38,4,700.0,52.5,175
4025,4025,MAZDA,MAZDA3 4-DOOR,1,2.5,4,1,3,8.8,6.6,7.8,36,4,750.0,58.5,182
4026,4026,MAZDA,MAZDA3 4-DOOR (i-ELOOP),1,2.5,4,1,3,8.5,6.4,7.6,37,4,750.0,57.0,176
4027,4027,MAZDA,MAZDA3 4-DOOR (SIL),1,2.5,4,2,3,9.3,6.9,8.2,34,4,750.0,61.49999999999999,194
4028,4028,MAZDA,MAZDA3 5-DOOR,1,2.0,4,1,3,8.4,6.4,7.5,38,4,700.0,52.5,174
4029,4029,MAZDA,MAZDA3 5-DOOR (SIL),1,2.0,4,2,3,8.6,6.4,7.6,37,4,700.0,53.2,178
4030,4030,MAZDA,MAZDA3 5-DOOR,1,2.5,4,1,3,9.0,6.7,7.8,36,4,750.0,58.5,183
4031,4031,MAZDA,MAZDA3 5-DOOR (i-ELOOP),1,2.5,4,1,3,8.7,6.6,7.8,36,4,750.0,58.5,181
4032,4032,MAZDA,MAZDA3 5-DOOR (SIL),1,2.5,4,2,3,9.6,7.0,8.4,34,4,750.0,63.0,198
4033,4033,MAZDA,MAZDA5,3,2.5,4,1,3,10.8,8.2,9.6,29,4,750.0,72.0,226
4034,4034,MAZDA,MAZDA5,3,2.5,4,2,3,11.1,8.3,9.8,29,4,750.0,73.50000000000001,230
4035,4035,MAZDA,MAZDA6,1,2.5,4,1,3,9.1,6.7,8.0,35,4,750.0,60.0,187
4036,4036,MAZDA,MAZDA6 (i-ELOOP),1,2.5,4,1,3,8.9,6.7,7.9,36,4,750.0,59.25,186
4037,4037,MAZDA,MAZDA6 (SIL),1,2.5,4,2,3,9.8,6.9,8.4,34,4,750.0,63.0,196
4038,4038,MAZDA,MX-5,1,2.0,4,1,1,9.0,6.7,8.0,35,4,900.0,72.0,187
4039,4039,MAZDA,MX-5 (SIL),1,2.0,4,2,1,8.9,7.1,8.1,35,4,900.0,72.9,190
4040,4040,MERCEDES-BENZ,AMG C 63,1,4.0,8,1,1,13.4,9.6,11.7,24,4,1100.0,128.7,273
4041,4041,MERCEDES-BENZ,AMG C 63 CABRIOLET,1,4.0,8,1,1,14.0,10.1,12.2,23,5,1100.0,134.2,291
